"Tissue_cell_type_name","Developmental_stage","Organ_system","Tissue","Specific_cell_type","General_cell_type","Cell_Ontology_ID","General_tissue_name","Uber_anatomy_ontology_ID","input_list_raw_p","input_list_permutated_p","input_list_rank_p","input_list_combined_p","input_list_combined_log10p","delabel","webcsea_job","contrast","direction"
"TS_Lung_plasma cell","Adult","Respiratory system","TS_Lung","plasma cell","Plasma cell","CL:0000786","Lung","UBERON:0002048",0.0859447553655445,0.280456090862189,0.31070110701107,0.299777612144127,0.52320080406052,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Bone_Marrow_erythrocyte","Adult","Lymphatic system","TS_Bone_Marrow","erythrocyte","Erythrocyte","CL:0000232","Bone marrow","UBERON:0002371",0.0223476859439732,0.392111539837271,0.222878228782288,0.300399768425281,0.52230040646035,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Spleen_intermediate monocyte","Adult","Lymphatic system","TS_Spleen","intermediate monocyte","Monocyte","CL:0000576","Spleen","UBERON:0002106",0.010020053073363,0.457737935731917,0.191143911439114,0.300645135733263,0.521945818398532,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultHeart_Stromal cell","Adult","Cardiovascular system","AdultHeart","Stromal cell","Stromal cell","CL:0000499","Heart","UBERON:0000948",0.117659082219824,0.253200962830661,0.345756457564576,0.300771920165785,0.521762711585344,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Spleen_cd1c-positive myeloid dendritic cell","Adult","Lymphatic system","TS_Spleen","cd1c-positive myeloid dendritic cell","Dendritic cell","CL:0000451","Spleen","UBERON:0002106",0.00418777234787804,0.524805312715844,0.167158671586716,0.301209876516448,0.52113079194587,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Uterus_ciliated epithelial cell","Adult","Reproductive system","TS_Uterus","ciliated epithelial cell","Ciliated cell","CL:0000064","Uterus","UBERON:0000995",0.0211657170713571,0.411091319327505,0.214760147601476,0.302571538990232,0.519171925753708,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Large_Intestine_cd8-positive, alpha-beta t cell","Adult","Digestive system","TS_Large_Intestine","cd8-positive, alpha-beta t cell","T cell","CL:0000084","Large intestine","UBERON:0000059",0.00417995805318701,0.546790567049433,0.161623616236162,0.302785659839742,0.518864697203488,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Large_Intestine_large intestine goblet cell","Adult","Digestive system","TS_Large_Intestine","large intestine goblet cell","Goblet cell","CL:0000160","Large intestine","UBERON:0000059",0.0100043259560027,0.475894297456848,0.185977859778598,0.303104686797061,0.518407348243514,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Lake_2017_VisualCortex_In8","Adult","Nervous system","Lake_2017_VisualCortex","In8","Inhibitory neuron","CL:0008029","Visual cortex","UBERON:0000411",0.0615128393552755,0.304170522502915,0.292250922509225,0.304045373445942,0.517061600711053,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"VentoTormo_2018_decidua_glandular epithelial cell (Epi2)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","glandular epithelial cell (Epi2)","Epithelial cell","CL:0000066","Decidua","UBERON:0002450",0.0234717432395333,0.380995400005681,0.233579335793358,0.304283808080023,0.516721157233004,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Uterus_epithelial cell","Adult","Reproductive system","TS_Uterus","epithelial cell","Epithelial cell","CL:0000066","Uterus","UBERON:0000995",0.00940802038467905,0.496479741589422,0.182656826568266,0.30836294118301,0.510937820656082,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Small_Intestine_mast cell","Adult","Digestive system","TS_Small_Intestine","mast cell","Mast cell","CL:0000097","Small intestine","UBERON:0002108",0.0100166790079789,0.481699392702234,0.188929889298893,0.309135283033554,0.509851424078433,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"VentoTormo_2018_decidua_plasmacytoid dendritic cell (DC2)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","plasmacytoid dendritic cell (DC2)","Plasmacytoid dendritic cell","CL:0000784","Decidua","UBERON:0002450",0.0234717432395333,0.390670558747991,0.233579335793358,0.30972254818559,0.509027176315428,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultLung_Smooth muscle cell","Adult","Respiratory system","AdultLung","Smooth muscle cell","Smooth muscle cell","CL:0000192","Lung","UBERON:0002048",0.116498231814814,0.268269507935706,0.342066420664207,0.31095029948782,0.507309020565058,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Thymus_monocyte","Adult","Lymphatic system","TS_Thymus","monocyte","Monocyte","CL:0000576","Thymus","UBERON:0002370",0.0100125777342918,0.491498064109339,0.187453874538745,0.311826690178658,0.506086714993146,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Pancreas_nk cell","Adult","Digestive system","TS_Pancreas","nk cell","Natural killer cell","CL:0000623","Pancreas","UBERON:0001264",0.00944184315668017,0.51134243225314,0.183763837638376,0.316179474646216,0.50006632648862,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultSigmoidColon_Enterocyte","Adult","Digestive system","AdultSigmoidColon","Enterocyte","Enterocyte","CL:0000584","Sigmoid colon","UBERON:0001159",0.126863851374824,0.26806365349438,0.350553505535055,0.316189893325279,0.500052015944639,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Fetal_HCA_Spleen_Mesothelial cells","Fetal","Lymphatic system","Fetal_HCA_Spleen","Mesothelial cells","Mesothelial cell","CL:0000077","Spleen","UBERON:0002106",0.12213132529222,0.270533906790289,0.349077490774908,0.317292243403075,0.498540544629553,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultLung_Mesothelial cell","Adult","Respiratory system","AdultLung","Mesothelial cell","Mesothelial cell","CL:0000077","Lung","UBERON:0002048",0.116498231814814,0.276668369141796,0.342066420664207,0.317767912662697,0.497889958787176,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Lymph_Node_type i nk t cell","Adult","Lymphatic system","TS_Lymph_Node","type i nk t cell","Natural killer cell","CL:0000623","Lymph node","UBERON:0000029",0.0100349448065264,0.485692968863953,0.195940959409594,0.319011741903593,0.496193331519344,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Tongue_fibroblast","Adult","Digestive system","TS_Tongue","fibroblast","Fibroblast","CL:0000057","Tongue","UBERON:0001723",0.0100366024206159,0.477952841870105,0.2,0.320006741088238,0.494840872972007,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Madissoon_2020_spleen_NK_dividing","Adult","Lymphatic system","Madissoon_2020_spleen","NK_dividing","Natural killer cell","CL:0000623","Spleen","UBERON:0002106",0.103802374899712,0.289266660950931,0.333579335793358,0.322122006390692,0.491979604495504,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultAdrenalGland_Fasciculata cell","Adult","Endocrine system","AdultAdrenalGland","Fasciculata cell","Type II cell of adrenal cortex","CL:0002136","Adrenal gland","UBERON:0002369",0.108015981301116,0.286549382325431,0.33690036900369,0.322227714192387,0.491837109468609,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Liver_nk cell","Adult","Digestive system","TS_Liver","nk cell","Natural killer cell","CL:0000623","Liver","UBERON:0002107",0.0100208392064652,0.50006160886849,0.193726937269373,0.323014528944502,0.490777942998566,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Eye_microglial cell","Adult","Sensory system","TS_Eye","microglial cell","Microglial cell","CL:0000129","Eye","UBERON:0000970",0.0100355994807096,0.492774361645559,0.198154981549816,0.324809586786227,0.488371160998245,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultPancreas_Pancreas exocrine cell","Adult","Digestive system","AdultPancreas","Pancreas exocrine cell","Pancreas exocrine glandular cell","CL:1001599","Pancreas","UBERON:0001264",0.136861345691399,0.278932767996379,0.352767527675277,0.326557847599803,0.48603987512987,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Lake_2017_VisualCortex_Ex3a","Adult","Nervous system","Lake_2017_VisualCortex","Ex3a","Excitatory neuron","CL:0008030","Visual cortex","UBERON:0000411",0.0615128393552755,0.337189574891564,0.292250922509225,0.326895211228764,0.485591441463547,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Lung_vascular associated smooth muscle cell","Adult","Respiratory system","TS_Lung","vascular associated smooth muscle cell","Smooth muscle cell","CL:0000192","Lung","UBERON:0002048",0.0212085925548371,0.460167018139561,0.216605166051661,0.329508610600575,0.482133232094387,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Fetal_HCA_Pancreas_Ductal cells","Fetal","Digestive system","Fetal_HCA_Pancreas","Ductal cells","Pancreatic ductal cell","CL:0002079","Pancreas","UBERON:0001264",0.12065137192078,0.290090078716234,0.34760147601476,0.332179388089049,0.478627319256415,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"CordBloodCD34P_CB CD34+","Neonatal","Reproductive system","CordBloodCD34P","CB CD34+","Hematopoietic stem cell","CL:0000037","Umbilical cord blood","UBERON:0012168",0.122248003597977,0.288278559632568,0.349815498154982,0.332199045897573,0.478601619211579,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"FetalStomach_Fetal stromal cell","Fetal","Digestive system","FetalStomach","Fetal stromal cell","Stromal cell","CL:0000499","Stomach","UBERON:0000945",0.108219561177175,0.299559383017218,0.338745387453875,0.333642531314032,0.476718592513816,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Fetal_HCA_Heart_SATB2_LRRC7 positive cells","Fetal","Cardiovascular system","Fetal_HCA_Heart","SATB2_LRRC7 positive cells","Neuron","CL:0000540","Heart","UBERON:0000948",0.107937197650154,0.302482516084044,0.335793357933579,0.333865011854995,0.476429091441243,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultSpleen_CB CD34+","Adult","Lymphatic system","AdultSpleen","CB CD34+","Hematopoietic stem cell","CL:0000037","Spleen","UBERON:0002106",0.136877913683967,0.288690268515219,0.353505535055351,0.33496617244614,0.474999049266934,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultStomach_Fetal endocrine cell","Adult","Digestive system","AdultStomach","Fetal endocrine cell","Endocrine cell","CL:0000163","Stomach","UBERON:0000945",0.116566704695164,0.297459667715696,0.343173431734317,0.335026984580725,0.474920211522761,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"VentoTormo_2018_decidua_placental extravillous trophoblast cell (EVT)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","placental extravillous trophoblast cell (EVT)","Trophoblast cell","CL:0000351","Decidua","UBERON:0002450",0.0234717432395333,0.437934738476381,0.233579335793358,0.335511118540765,0.474293083122738,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultJeJunum_B cell (Plasmocyte)","Adult","Digestive system","AdultJeJunum","B cell (Plasmocyte)","B cell","CL:0000236","Jejunum","UBERON:0002115",0.177087937061395,0.264646469768372,0.387453874538745,0.336071215584516,0.473568683151303,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Vasculature_vein or capillary endothelial cell","Adult","Cardiovascular system","TS_Vasculature","vein or capillary endothelial cell","Capillary endothelial cell","CL:0002144","Vasculature","UBERON:0002049",0.00886619861566964,0.572934081097802,0.180073800738007,0.337508930628246,0.471714731066281,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"AdultTransverseColon_Enterocyte progenitor","Adult","Digestive system","AdultTransverseColon","Enterocyte progenitor","Enterocyte","CL:0000584","Transverse colon","UBERON:0001157",0.112056774481571,0.304170522502915,0.339483394833948,0.337714277729365,0.471450578073503,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Lake_2017_FrontalCortex_In8","Adult","Nervous system","Lake_2017_FrontalCortex","In8","Inhibitory neuron","CL:0008029","Frontal cortex","UBERON:0001870",0.104250093318644,0.30828761132943,0.335055350553506,0.337788227444159,0.471355490481805,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Lymph_Node_cd8-positive alpha-beta t cell","Adult","Lymphatic system","TS_Lymph_Node","cd8-positive alpha-beta t cell","T cell","CL:0000084","Lymph node","UBERON:0000029",0.0100349448065264,0.532874806815813,0.195940959409594,0.34032158864348,0.46811050012151,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Lung_basophil","Adult","Respiratory system","TS_Lung","basophil","Basophil","CL:0000767","Lung","UBERON:0002048",0.0443430006284689,0.397998976859187,0.262361623616236,0.340338888384754,0.468088423969217,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Salivary_Gland_memory b cell","Adult","Digestive system","TS_Salivary_Gland","memory b cell","B cell","CL:0000236","Saliva-secreting gland","UBERON:0001044",0.00944492759882166,0.56531746676875,0.184870848708487,0.340544588702449,0.467826016322021,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Thymus_dn4 thymocyte","Adult","Lymphatic system","TS_Thymus","dn4 thymocyte","Thymocyte","CL:0000893","Thymus","UBERON:0002370",0.0100125777342918,0.559471200635099,0.187453874538745,0.341366768513571,0.466778759008153,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Salivary_Gland_endothelial cell","Adult","Digestive system","TS_Salivary_Gland","endothelial cell","Endothelial cell","CL:0000115","Saliva-secreting gland","UBERON:0001044",0.00944492759882166,0.568322941612105,0.184870848708487,0.341797973595617,0.466230516392492,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Spleen_cd8-positive, alpha-beta memory t cell","Adult","Lymphatic system","TS_Spleen","cd8-positive, alpha-beta memory t cell","T cell","CL:0000084","Spleen","UBERON:0002106",0.010020053073363,0.550372434328501,0.191143911439114,0.342099801452501,0.465847177870208,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Liver_monocyte","Adult","Digestive system","TS_Liver","monocyte","Monocyte","CL:0000576","Liver","UBERON:0002107",0.0100208392064652,0.549343162121872,0.193726937269373,0.344845051322634,0.462376001946153,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Spleen_cd8-positive, alpha-beta t cell","Adult","Lymphatic system","TS_Spleen","cd8-positive, alpha-beta t cell","T cell","CL:0000084","Spleen","UBERON:0002106",0.010020053073363,0.560706327283053,0.191143911439114,0.346529439898634,0.460259863382909,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Fetal_HCA_Intestine_Intestinal epithelial cells","Fetal","Digestive system","Fetal_HCA_Intestine","Intestinal epithelial cells","Epithelial cell","CL:0000066","Intestine","UBERON:0000160",0.112412814194343,0.315574858552361,0.340221402214022,0.346952971926244,0.459729388082503,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Trachea_smooth muscle cell","Adult","Respiratory system","TS_Trachea","smooth muscle cell","Smooth muscle cell","CL:0000192","Trachea","UBERON:0003126",0.0223152196347376,0.487545658835885,0.220664206642066,0.347440459342852,0.459119609474937,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Fetal_HCA_Cerebellum_10k_Granule neurons","Fetal","Nervous system","Fetal_HCA_Cerebellum_10k","Granule neurons","Neuron","CL:0000540","Cerebellum","UBERON:0002037",0.0729025194974802,0.354769544180782,0.304428044280443,0.348371400382154,0.457957505690893,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"Lake_2017_VisualCortex_Ex5b","Adult","Nervous system","Lake_2017_VisualCortex","Ex5b","Excitatory neuron","CL:0008030","Visual cortex","UBERON:0000411",0.0615128393552755,0.370167456391947,0.292250922509225,0.348771820009479,0.457458612354116,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Lung_non-classical monocyte","Adult","Respiratory system","TS_Lung","non-classical monocyte","Monocyte","CL:0000576","Lung","UBERON:0002048",0.0212085925548371,0.503766988812353,0.216605166051661,0.350851057604921,0.454877209996534,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Eye_monocyte","Adult","Sensory system","TS_Eye","monocyte","Monocyte","CL:0000576","Eye","UBERON:0000970",0.0100355994807096,0.550825314099417,0.198154981549816,0.350918061740672,0.454794278087142,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"TS_Eye_adipocyte","Adult","Sensory system","TS_Eye","adipocyte","Epicardial adipocyte","CL:1000309","Eye","UBERON:0000970",0.0100355994807096,0.552019269859107,0.198154981549816,0.351441858819507,0.454146512699372,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
"FetalAdrenalGland_Neutrophil","Fetal","Endocrine system","FetalAdrenalGland","Neutrophil","Neutrophil","CL:0000775","Adrenal gland","UBERON:0002369",0.139102632225032,0.307175997346271,0.357564575645756,0.35243647982439,0.452919145190549,NA,"JOB2770_IDvCD_downregulated","old ID vs old CD","Downregulated"
